ID,name,genus,species,mass,TL,SL,BD,BW,CPW,muscleWhite,muscleRed,CoM,,mucusMass,caudalArea,analArea,dorsalArea,dorsalArea2,pelvicArea,bodyArea,pectArea,aluArea,barbArea,TotCaudalArea,TotAnalArea,TotDorsalArea,TotDorsalArea2,TotPelvicArea,TotPectArea,TotAlulArea,TotBodyArea,AllAluArea,AllBodArea,relMucusM,mucusProt,FStype,latency,s1Duration,s2Duration,distance,stimAngle,direction,turnAngle,turnRate,trajectory,turnRadius,Desc,relDesc,Umax,Amax,F_latency,F_s1Duration,F_s2Duration,F_distance,F_stimAngle,F_turnAngle,F_turnRate,F_trajectory,F_turnRadius,CHNmass,nitrogen,carbon,hydrogen,calories
MJ028,mult4,Parupeneus,multifasciatus,63.9,17.1,13.87,3.26,1.96,0.63,12.7,0.5,NA,NA,61.8,9.211,4.084,4.378,4.268,3.42,36.718,4.632,52.484,2.152,18.422,8.168,8.756,8.536,13.68,18.528,104.968,73.436,183.21,151.678,0.337317832,194.2804947,D,0.01,0.03,0.03,26.01,42.03,1,83.88,3355,113.92,1.41,10.6,0.62,307.36,106.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.844,10.482,40.932,6.357,5994.638
MJ029,obso1,Lethrinus,obsoletus,190.2,22.6,18.8,6.72,2.91,0.78,37.6,0.8,NA,NA,139.7,21.258,7.441,16.835,NA,5.503,82.72,9.0475,110.238,0,42.516,14.882,33.67,0,22.012,36.19,220.476,165.44,369.746,314.71,0.377826941,202.1176547,D-,0.05,0.03,0.03,23.63,70.38,1,68.85,2065.35,152.62,1.84,7.35,0.33,172.16,107.7,0.04,0.03,0.03,16.33,24.19,72.45,2483.93,33.96,0.78,1.979,9.579,37.417,6.077,5460.393
MJ030,chry5,Sufflamen,chrysopterus,74.6,14.41,11.98,5.67,2.21,0.59,8,1.9,6.1,0.423317141,41.2,8.842,5.723,0.764,6.29,4.758,49.315,2.604,60.294,0,17.684,11.446,1.528,12.58,19.032,10.416,120.588,98.63,193.274,171.316,0.213168869,159.8723197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,23.21,15.12,78.55,1570.94,102.64,0.53,2.873,6.608,28.637,4.885,4125.769
MJ031,nigr5,Acanthurus,nigrofuscus,51.3,14.29,11.02,4.86,1.81,0.48,10,0.5,NA,NA,61.6,8.301,7.015,11.875,NA,1.618,38.395,4.848,45.68,0,16.602,14.03,23.75,0,6.472,19.392,91.36,76.79,171.606,157.036,0.358961808,164.0575265,D,0.07,0.02,0.03,34.47,106.77,1,40.2,2411.82,136.41,0.62,5.17,0.36,135.61,78.47,0.03,0.04,0.02,22.81,16.83,152.25,4060,110.27,0.88,2.152,9.186,38.732,6.072,5660.276
MJ032,nigr4,Acanthurus,nigrofuscus,54.2,13.88,10.65,5.1,1.79,0.51,10.7,0.6,NA,NA,52.4,7.624,6.511,12.989,NA,1.638,39.127,5.002,46.81,0,15.248,13.022,25.978,0,6.552,20.008,93.62,78.254,174.428,159.062,0.300410485,183.2739617,D,NA,0.03,0.03,34.31,91.55,1,82.22,3288.64,157.79,0.78,6.95,0.5,166.05,84.43,NA,0.03,0.03,22.14,0,125.95,3778.38,123.51,0.83,2.365,9.778,40.376,6.255,5910.205
MJ033,mela2,Hemigymnus,melapterus,99,17.7,14.24,5.19,2.52,0.78,14.6,0.4,NA,NA,106,19.468,7.384,13.958,NA,3.332,56.556,7.728,70.575,0,38.936,14.768,27.916,0,13.328,30.912,141.15,113.112,267.01,238.972,0.396988877,161.8978899,D,0.03,0.03,0.03,29.48,109.11,1,66.85,2291.86,161.65,1.19,6.87,0.39,210.21,82.53,0.02,0.04,0.03,20.81,18.02,118.59,2846.23,120.99,0.79,2.372,9.805,40.526,6.075,5932.93
MJ034,chry4,Sufflamen,chrysopterus,65.2,14,11.66,5.09,1.99,0.53,9.1,1.8,NA,NA,NA,8.492,5.392,1.321,5.46,5.073,43.19,2.223,NA,0,16.984,10.784,2.642,10.92,20.292,8.892,NA,86.38,NA,156.894,NA,NA,D,0.02,0.04,0.02,25.52,91.5,1,60.08,1602.21,134.97,0.58,3.31,0.24,131.2,98.91,0.03,0.05,0.04,29.26,31.45,112.34,2074.02,149.18,0.39,NA,NA,NA,NA,NA
MJ035,bili3,Scolopsis,bilineatus,68.6,16.1,13,4.82,2.24,0.75,11.8,0.2,NA,NA,25.9,9.451,3.479,11.212,NA,2.415,44.23,6.271,55.668,0,18.902,6.958,22.424,0,9.66,25.084,111.336,88.46,194.364,171.488,0.13325513,208.5067092,D,0.03,0.03,0.02,29.24,33.73,1,113.06,3391.71,143.35,1.08,6.73,0.42,243.81,111.4,0.03,0.04,0.03,22.34,29.04,128.09,3415.71,179.86,0.98,2.113,6.622,28.356,4.872,4083.116
MJ036,bili10,Scolopsis,bilineatus,86.2,17.5,13.6,5.3,2.45,0.73,16,0.5,NA,NA,25.8,10.221,4.57,13.411,NA,3.591,53.931,8.113,66.279,0,20.442,9.14,26.822,0,14.364,32.452,132.558,107.862,235.778,211.082,0.109424968,170.1683804,D-,0.07,0.03,0.04,27.37,79.72,1,79.69,2732.13,156.19,0.99,4.36,0.25,105.74,76.9,0.01,0.05,0.04,20.75,20.84,176.12,3522.36,179.22,1.15,1.838,6.58,28.048,4.567,4036.28
MJ037,bili4,Scolopsis,bilineatus,99.9,17.75,14.3,5.49,2.53,0.78,19.2,0.4,NA,NA,26.9,9.92,4.478,14.14,NA,3.537,59.774,6.564,74.792,0,19.84,8.956,28.28,0,14.148,26.256,149.584,119.548,247.064,217.028,0.108878671,191.9256007,D,0.11,0.05,0.03,24.15,100.59,1,126.72,2534.44,159.55,1.25,5.42,0.31,186.67,93.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.839,8.018,33.873,5.44,4921.698
MJ038,bili7,Scolopsis,bilineatus,70.1,16,12.6,4.9,2.25,0.6,12.7,0.4,NA,NA,NA,9.211,3.756,11.938,NA,2.678,44.624,5.859,NA,0,18.422,7.512,23.876,0,10.712,23.436,NA,89.248,NA,173.206,NA,NA,D,0.02,0.02,0.02,30.1,78.96,1,79.63,3822.24,136.26,0.98,6.38,0.4,204.61,92.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ039,bili9,Scolopsis,bilineatus,87.2,17.4,13.8,5.25,2.4,0.64,16.3,0.3,NA,NA,NA,12.506,4.608,14.57,NA,3.515,55.665,8.164,NA,0,25.012,9.216,29.14,0,14.06,32.656,NA,111.33,NA,221.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,0.04,28.53,10.06,89.26,2677.86,116.6,0.87,NA,NA,NA,NA,NA
MJ040,bili6,Scolopsis,bilineatus,87.2,17.32,14.06,5.18,2.35,0.67,17.1,0.4,NA,NA,NA,10.293,4.46,14.006,NA,3.666,54.112,5.379,NA,0,20.586,8.92,28.012,0,14.664,21.516,NA,108.224,NA,201.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.05,21.9,35.26,73.65,1767.6,115.72,0.78,NA,NA,NA,NA,NA
MJ041,puff2,Arothron,nigropunctatus,265.1,21.6,16.6,8.62,8.91,0.64,23.9,0,NA,NA,157.5,26.083,8.296,NA,9.354,NA,100.102,8.469,144.364,0,52.166,16.592,0,18.708,0,33.876,288.728,200.204,410.07,321.546,0.384080767,216.322676,D,NA,0.03,0.04,25.66,138.31,1,14.83,444.87,148.93,0.65,2.21,0.1,48.61,48.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.496,8.5,36.381,5.547,5302.97
MJ042,bili8,Scolopsis,bilineatus,90.6,17.2,14.18,5.23,2.42,0.65,18.1,0.5,NA,NA,NA,11.294,3.913,11.684,NA,3.365,52.556,7.991,NA,0,22.588,7.826,23.368,0,13.46,31.964,NA,105.112,NA,204.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.04,0.05,25.03,8.68,114.25,2741.93,148.89,1.22,NA,NA,NA,NA,NA
MJ043,bili5,Scolopsis,bilineatus,87,17.2,14.16,5.3,2.25,0.65,16.6,0.3,NA,NA,NA,10.868,3.775,14.011,NA,3.081,54.331,7.768,NA,0,21.736,7.55,28.022,0,12.324,31.072,NA,108.662,NA,209.366,NA,NA,S,0.03,0.04,0.06,24.69,46.6,1,80.29,1927.03,143.03,0.78,4.17,0.24,94.96,42.62,0.01,0.07,0.07,17.95,16.37,133.65,2004.8,173.14,1.09,NA,NA,NA,NA,NA
MJ044,puff1,Arothron,nigropunctatus,288.1,22.9,17.7,9,8.68,0.65,25.3,0.4,NA,NA,172.1,29.592,9.974,NA,10.25,NA,111.314,11.441,149.875,0,59.184,19.948,0,20.5,0,45.764,299.75,222.628,445.146,368.024,0.386614729,172.9244451,D,NA,0.08,0.08,17.93,68.06,1,57.74,769.87,124.77,0.58,1.58,0.07,43.76,33.28,0.03,0.1,0.1,24.51,13,72.77,727.72,92.25,0.93,2.324,7.806,33.56,5.322,4874.102
MJ045,mult6,Parupeneus,multifasciatus,106.7,20.8,16.8,4.72,2.39,0.8,22.2,0.6,NA,NA,191.3,12.886,5.776,5.196,5.712,4.946,52.72,6.295,73.694,2.488,25.772,11.552,10.392,11.424,19.784,25.18,147.388,105.44,253.98,212.032,0.753208914,148.1066994,D,0.03,0.02,0.03,36.68,137.45,1,32.4,1555.39,123.29,1.01,9.72,0.47,260.91,108.22,0.02,0.04,0.04,11.21,15.32,123.76,3300.37,124.82,1.25,2.216,11.016,41.831,6.359,6131.34
MJ046,cura6,Amblyglyphidodon,curacao,46.3,12.49,9.66,5.36,1.74,0.28,8.5,0.2,NA,NA,NA,9.037,6.57,10.943,NA,2.128,38.409,6.087,NA,0,18.074,13.14,21.886,0,8.512,24.348,NA,76.818,NA,162.778,NA,NA,D-,0.05,0.02,0.03,32.22,64.39,1,57.63,2766.43,120.23,0.59,3.88,0.31,91.01,89.1,0.03,0.02,0.04,24.73,17.19,78.29,3757.97,130.54,0.77,NA,NA,NA,NA,NA
MJ047,nigr6,Acanthurus,nigrofuscus,76.7,15.02,11.71,5.49,2.12,0.5,17.3,0.9,NA,NA,NA,9.798,8.564,14.157,NA,2.03,48.897,5.606,NA,0,19.596,17.128,28.314,0,8.12,22.424,NA,97.794,NA,193.376,NA,NA,D,NA,0.02,0.02,23.33,124,1,43.46,2607.54,128.27,0.65,7.25,0.48,172.72,102.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ048,mult5,Parupeneus,multifasciatus,124.4,20.8,17.5,4.87,2.6,0.79,26.9,0.9,NA,NA,NA,15.16,6.418,5.898,6.453,4.994,60.546,7.65,NA,3.748,30.32,12.836,11.796,12.906,19.976,30.6,NA,121.092,NA,243.274,NA,NA,D,0.04,0.03,0.03,33.96,11.65,1,67.17,2686.64,57.5,1.75,13.5,0.65,278.5,100.6,0.02,0.03,0.03,18.4,41.27,95.54,2866.29,130.24,0.96,NA,NA,NA,NA,NA
MJ049,mela3,Hemigymnus,melapterus,130.47,19.8,15.9,5.83,2.75,0.85,21.02,0.5,NA,NA,135.9,20.82,8.472,15.844,NA,3.165,68.676,8.494,90.666,0,41.64,16.944,31.688,0,12.66,33.976,181.332,137.352,318.24,274.26,0.427036199,104.2744979,D,0.05,0.04,0.04,36.28,15.94,1,91.55,2197.15,107.89,1.68,6.85,0.35,159.21,78.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.537,9.076,37.529,5.886,5477.393
MJ050,mela4,Hemigymnus,melapterus,63.54,15.33,12.53,4.71,2,0.67,10.8,0.28,NA,NA,78.8,14.34,5.455,10.215,NA,2.167,41.866,5.612,57.672,0,28.68,10.91,20.43,0,8.668,22.448,115.344,83.732,206.48,174.868,0.381635025,133.8379956,D,0.02,0.03,0.03,20.71,69.12,1,77.24,2648.16,123.86,1.6,9.06,0.59,230.63,90.56,0.03,0.04,0.03,20.02,12.15,121.67,3244.45,132.07,0.74,2.046,10.214,41.587,6.264,6094.16
MJ051,baro1,Chaetodon,baronessa,33.42,10.33,8.6,6.92,1.23,0.26,5,0.15,4.6,0.445304937,22.1,4.398,9.596,17.047,NA,1.266,40.598,2.594,42.13,0,8.796,19.192,34.094,0,5.064,10.376,84.26,81.196,161.782,158.718,0.136603578,221.3974549,D,0.05,0.02,0.02,32.18,84.72,1,54.67,3280.08,134.02,0.56,6.36,0.62,170.22,107.43,0.02,0.03,0.03,27.2,0,110.23,4409.24,100.89,0.93,1.975,6.095,27.277,4.591,3919.074
MJ052,baro2,Chaetodon,baronessa,32.62,10.12,8.37,6.72,1.25,0.2,5.02,0.2,NA,NA,26.7,3.705,7.464,16.318,NA,1.188,38.678,2.612,43.243,0,7.41,14.928,32.636,0,4.752,10.448,86.486,77.356,156.66,147.53,0.170432784,109.1566028,D,NA,0.01,0.03,35.94,112.7,1,40.05,3204.32,134.98,0.46,4.93,0.49,112.48,50.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.937,7.211,32.065,4.856,4646.948
MJ053,cura7,Amblyglyphidodon,curacao,34.64,11.01,8.41,5,1.52,0.31,6.31,0.14,NA,NA,24,5.774,4.965,8.181,NA,1.74,32.527,4.859,37.365,0,11.548,9.93,16.362,0,6.96,19.436,74.73,65.054,138.966,129.29,0.172704115,196.6996495,D-,0.06,0.02,0.03,33.34,73.87,1,68.16,3271.54,157.55,0.62,5.47,0.5,150.91,79.09,0.03,0.03,0.02,23.04,0,121.85,4874,110.45,0.75,1.914,9.119,39.146,5.923,5723.168
MJ054,mult7,Parupeneus,multifasciatus,68.65,17.4,14.45,4.02,1.98,0.63,14.64,0.24,NA,NA,NA,11.53,4.476,5.055,4.661,3.329,40.275,5.461,NA,2.616,23.06,8.952,10.11,9.322,13.316,21.844,NA,80.55,NA,169.77,NA,NA,D,0.07,0.03,0.03,40.56,118.52,1,64.7,2587.8,164.58,1.46,8.71,0.5,244.93,84.89,0.02,0.03,0.03,24.49,20.93,103.91,3117.36,105.34,1.11,NA,NA,NA,NA,NA
MJ055,nigr7,Acanthurus,nigrofuscus,44.67,13,9.67,4.66,1.67,0.48,8.87,0.47,NA,NA,NA,7.167,6.329,11.034,NA,1.782,35.447,4.16,NA,0,14.334,12.658,22.068,0,7.128,16.64,NA,70.894,NA,143.722,NA,NA,D,NA,0.02,0.02,20.1,56.81,1,72.02,3456.91,124.28,1.05,7.77,0.6,190.99,88.1,NA,0.03,0.02,21.82,43.79,94.52,3780.64,129.21,0.79,NA,NA,NA,NA,NA
MJ056,doli10,Siganus,doliatus,98.41,16.6,13.44,6.68,2.01,0.53,20.94,0.56,NA,NA,NA,13.011,12.082,19.958,NA,2.52,68.091,7.854,NA,0,26.022,24.164,39.916,0,10.08,31.416,NA,136.182,NA,267.78,NA,NA,D,0.07,0.03,0.03,18.47,82.18,1,45.44,1817.68,124.4,0.63,5.53,0.33,191.03,69.12,0.05,0.04,0.03,21.81,6.05,103.99,2773.07,90.29,1.1,NA,NA,NA,NA,NA
MJ057,nigr8,Acanthurus,nigrofuscus,44.99,13.83,10.06,4.8,1.67,0.53,8.8,0.37,NA,NA,NA,7.689,6.966,12.203,NA,1.552,34.444,4.667,NA,0,15.378,13.932,24.406,0,6.208,18.668,NA,68.888,NA,147.48,NA,NA,D,NA,0.02,0.02,33.08,71.51,1,57.26,2748.53,123.71,0.85,7.65,0.55,214.38,77.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ058,cura8,Amblyglyphidodon,curacao,37,11.33,8.63,5.15,1.58,0.33,6.7,0.3,3.88,0.342453663,NA,7.139,5.828,10.591,NA,2.512,33.578,5.012,NA,0,14.278,11.656,21.182,0,10.048,20.048,NA,67.156,NA,144.368,NA,NA,D-,0.08,0.02,0.03,36.13,52.07,1,72.8,3494.21,123.95,0.77,6.25,0.55,170.76,79.88,0.03,0.03,0.02,23.13,0,120.82,4832.92,111.57,0.6,NA,NA,NA,NA,NA
MJ059,baro3,Chaetodon,baronessa,27.56,9.67,8.11,6.32,1.07,0.21,4.15,0.14,NA,NA,20.7,3.24,7.764,15.407,NA,1.376,33.836,2.322,37.027,0,6.48,15.528,30.814,0,5.504,9.288,74.054,67.672,141.668,135.286,0.146116272,185.8074596,D,NA,0.02,0.02,20.93,92.83,1,73.75,3539.81,147.87,0.5,6.78,0.7,181.68,110.35,NA,0.03,0.03,23.43,13.25,134.64,4616.33,145.92,0.96,1.907,6.283,28.501,4.521,4105.117
MJ060,mela5,Hemigymnus,melapterus,53.66,14.73,11.65,4.23,1.74,0.63,9.18,0.3,NA,NA,151.4,11.635,5.287,9.385,NA,1.783,36.784,4.95,48.016,0,23.27,10.574,18.77,0,7.132,19.8,96.032,73.568,175.578,153.114,0.862294821,86.02277306,D-,0.04,0.03,0.04,24.57,72.6,1,88.11,2643.42,161.98,1.74,5.99,0.41,131.16,86.32,0.03,0.03,0.03,16.18,27.49,92.91,3716.2,120.62,0.66,1.933,10.373,42.327,6.358,6206.685
MJ061,chry6,Sufflamen,chrysopterus,84.9,14.78,12.03,5.26,2.45,0.69,11.35,0.73,NA,NA,86.7,8.802,6.139,1.31,6.64,4.787,49.751,2.471,59.894,0,17.604,12.278,2.62,13.28,19.148,9.884,119.788,99.502,194.602,174.316,0.445524712,142.5284739,D,0.06,0.03,0.03,34.27,80.34,1,49.76,1990.56,117.57,0.5,3.92,0.27,124.26,76.44,0.03,0.04,0.02,26.9,16.5,76.15,2030.56,77.13,0.59,2.564,9.285,41.223,6.354,6038.822
MJ062,quin1,Lutjanus,quinquelineatus,75.77,16.66,13.8,4.98,2.27,0.63,15.65,0.24,NA,NA,60.5,9.445,3.434,12.172,NA,2.79,50.863,5.927,62.49,0,18.89,6.868,24.344,0,11.16,23.708,124.98,101.726,209.95,186.696,0.288163849,226.1056318,S,NA,0.03,0.05,18.19,86.1,1,60.89,1826.64,149.65,1.17,3.71,0.22,92.61,80.34,0.02,0.05,0.06,26.19,18.8,131.15,2622.94,155.17,1.13,2.07,8.294,33.034,5.186,4794.107
MJ063,nigr9,Acanthurus,nigrofuscus,49.6,13.65,10.08,4.92,1.68,0.62,10.65,0.49,NA,NA,NA,8.252,7.733,12.186,NA,1.715,37.116,5.044,NA,0,16.504,15.466,24.372,0,6.86,20.176,NA,74.232,NA,157.61,NA,NA,D,NA,0.02,0.02,28.17,125.79,1,51.11,3066.66,138.76,0.62,7.34,0.54,190.88,108.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ064,mult8,Parupeneus,multifasciatus,69.49,17.3,14.26,3.96,2.02,0.61,14.53,0.4,NA,NA,NA,10.2,4.198,4.596,4.199,3.213,38.982,5.486,NA,2.396,20.4,8.396,9.192,8.398,12.852,21.944,NA,77.964,NA,161.542,NA,NA,D,0.01,0.02,0.02,27.07,64.6,1,57.65,2767.34,111.33,0.84,8.07,0.47,224.28,128.68,0.01,0.03,0.03,20.66,44.89,70.71,2828.52,90.27,0.96,NA,NA,NA,NA,NA
MJ065,cura9,Amblyglyphidodon,curacao,40.79,11.71,8.94,5.32,1.57,0.37,7.87,0.26,NA,NA,NA,7.494,7.283,11.472,NA,2.268,34.557,5.06,NA,0,14.988,14.566,22.944,0,9.072,20.24,NA,69.114,NA,150.924,NA,NA,D-,0.03,0.02,0.03,37.64,91.72,1,61.9,3713.76,144.36,0.52,4.26,0.36,110.43,64.38,0.04,0.03,0.03,32.33,4.58,103.25,4130,112.68,0.49,NA,NA,NA,NA,NA
MJ066,nigr10,Acanthurus,nigrofuscus,51.5,14.12,10.22,5.07,1.75,0.45,10.6,0.54,NA,NA,NA,7.991,8.069,13.55,NA,1.893,37.465,4.749,NA,0,15.982,16.138,27.1,0,7.572,18.996,NA,74.93,NA,160.718,NA,NA,D,NA,0.02,0.02,25.97,79.56,1,63.63,3054,117.11,0.88,8.17,0.58,236.79,104.7,NA,0.03,0.02,22.74,34.15,119.79,4107.12,140.19,0.69,NA,NA,NA,NA,NA
MJ067,chry7,Sufflamen,chrysopterus,64.05,13.48,10.86,4.98,2.12,0.6,9.44,0.78,NA,NA,NA,7.733,5.45,1.672,5.868,4.899,42.267,2.401,NA,0,15.466,10.9,3.344,11.736,19.596,9.604,NA,84.534,NA,155.18,NA,NA,D,0.08,0.03,0.02,31.58,106.5,1,50.64,2025.68,138.7,0.5,4.39,0.33,146.74,92.69,0.03,0.04,0.03,25.2,9.97,101.05,2425.18,80.25,0.65,NA,NA,NA,NA,NA
MJ068,puff3,Arothron,nigropunctatus,108.09,15.7,12.44,6.36,5.83,0.51,9.37,0.29,NA,NA,35.5,12.242,4.844,NA,4.963,NA,55.254,5.431,77.909,0,24.484,9.688,0,9.926,0,21.724,155.818,110.508,221.64,176.33,0.160169644,82.78825353,D,NA,0.03,0.03,30.14,123.92,-1,21.95,878,112.81,0.6,2.29,0.15,54.67,51.94,NA,0.11,0.08,20.68,44.81,131.3,1211.99,194.05,0.26,1.975,4.583,21.609,3.513,3057.642
MJ069,sexs1,Pomacanthus,sexstriatus,215.67,20.1,16.4,9.63,2.9,0.45,31.38,1.47,NA,NA,103.8,17.279,23.835,39.176,NA,8.245,120.439,11.615,130.236,0,34.558,47.67,78.352,0,32.98,46.46,260.472,240.878,500.492,480.898,0.207395922,44.02981682,S,NA,0.04,0.06,20.88,82.25,1,71.73,1721.42,174.52,1.52,4.82,0.24,108.39,77.37,NA,0.11,0.11,21.34,0,83.77,744.6,108.63,1.51,2.107,3.93,17.932,3.138,2498.633
MJ070,obso3,Lethrinus,obsoletus,160.91,21.5,17.4,6.3,2.81,0.97,35.27,1.07,NA,NA,99.3,18.789,6.187,14.761,NA,4.379,77.574,5.182,108.125,0,37.578,12.374,29.522,0,17.516,20.728,216.25,155.148,333.968,272.866,0.297333876,174.6910885,D,0.05,0.04,0.04,14.86,160.94,1,42.77,1026.53,170.98,0.88,6.05,0.28,192.82,101.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.217,7.652,29.93,4.9,4322.288
MJ071,quin3,Lutjanus,quinquelineatus,69.27,15.9,12.89,4.66,1.95,0.55,14.64,0.28,NA,NA,40.1,8.717,3.19,10.133,NA,2.329,43.33,5.863,60.008,0,17.434,6.38,20.266,0,9.316,23.452,120.016,86.66,196.864,163.508,0.203693921,144.3852414,D,NA,0.03,0.04,24.43,123.51,1,105.58,3620.02,140.59,0.88,5.71,0.36,152.67,78.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.912,7.741,30.73,4.963,4444.018
MJ072,baro4,Chaetodon,baronessa,21.17,9.11,7.3,5.78,1.1,1.15,3.41,0.11,NA,NA,17.1,2.879,5.328,14.556,NA,0.653,30.116,2.135,32.6,0,5.758,10.656,29.112,0,2.612,8.54,65.2,60.232,121.878,116.91,0.140304239,147.8590546,D,NA,0.02,0.02,20.23,116.71,1,52.54,3152.46,159.69,0.5,6.04,0.66,164.87,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.989,4.981,22.895,3.775,3252.98
MJ073,cura10,Amblyglyphidodon,curacao,28.34,11.41,8.44,4.78,1.51,0.3,5.21,0.24,NA,NA,NA,5.441,4.037,7.736,NA,1.976,28.326,3.2085,NA,0,10.882,8.074,15.472,0,7.904,12.834,NA,56.652,NA,111.818,NA,NA,D,0.05,0.01,0.02,26.94,87.78,1,60.86,4868.88,107.11,0.59,8.79,0.77,232.63,149.1,0.04,0.03,0.02,25.59,3.74,91.08,3643.24,94.93,0.6,NA,NA,NA,NA,NA
MJ074,chry9,Sufflamen,chrysopterus,64.5,13.78,11.22,5.12,2.06,0.66,9.42,0.66,NA,NA,NA,8.711,5.495,1.28,6.237,5.212,46.514,2.145,NA,0,17.422,10.99,2.56,12.474,20.848,8.58,NA,93.028,NA,165.902,NA,NA,D,0.05,0.02,0.03,26.99,122.29,1,39.97,1918.66,146.04,0.44,4.73,0.34,177.84,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ075,mult9,Parupeneus,multifasciatus,52.05,16.2,12.98,3.64,1.84,0.5,11.47,0.2,NA,NA,NA,8.725,3.66,3.903,3.621,3.149,32.609,4.983,NA,1.828,17.45,7.32,7.806,7.242,12.596,19.932,NA,65.218,NA,139.392,NA,NA,D,NA,0.04,0.04,30.55,69.18,1,146.7,3520.82,159.33,1.48,6.08,0.38,142.15,75.01,0.06,0.03,0.03,23.07,35.18,87,2982.99,115.46,1.17,NA,NA,NA,NA,NA
MJ076,quin2,Lutjanus,quinquelineatus,55.05,14.73,11.5,4.42,2,0.54,10.05,0.1,NA,NA,38.1,8.786,3.387,9.729,NA,3.427,41.603,4.337,54.276,0,17.572,6.774,19.458,0,13.708,17.348,108.552,83.206,183.412,158.066,0.207729047,183.928924,D,NA,0.02,0.02,30.34,82.24,1,35.52,1704.86,89.31,0.58,5.16,0.35,202.81,140.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.007,6.488,26.246,4.352,3762.367
MJ077,sexs2,Pomacanthus,sexstriatus,196.8,20.2,16.6,8.91,2.74,0.53,29.93,1.27,NA,NA,61.7,15.184,20.988,38.201,NA,7.583,103.64,11.161,126.871,0,30.368,41.976,76.402,0,30.332,44.644,253.742,207.28,477.464,431.002,0.129224402,60.97066563,S,NA,0.05,0.07,25.62,79.58,1,67.17,1343.38,148.86,1.44,2.54,0.13,70.71,25.95,NA,0.07,0.07,19.38,37.51,90.13,1272.45,156.36,0.99,2.125,3.874,17.861,3.588,2487.946
MJ078,obso2,Lethrinus,obsoletus,139.77,20.2,15.9,6.36,2.55,0.91,27.69,1.04,NA,NA,111.6,16.415,5.035,10.959,NA,2.363,65.605,10.318,90.271,0,32.83,10.07,21.918,0,9.452,41.272,180.542,131.21,296.084,246.752,0.376920063,233.6719064,D,0.03,0.03,0.03,21.57,167.09,-1,133.24,4568.37,149.19,1.56,9.82,0.49,278.69,82.19,NA,0.04,0.05,23.29,11.19,135.4,3610.69,141.59,1.52,2.183,8.711,34.577,5.463,5028.769
MJ079,mela6,Hemigymnus,melapterus,183.89,21.9,17.3,6.35,2.97,0.75,32.68,1.02,NA,NA,NA,28.8,11.509,16.9,NA,3.898,78.37,11.016,NA,0,57.6,23.018,33.8,0,15.592,44.064,NA,156.74,NA,330.814,NA,NA,D-,0.08,0.04,0.05,23.55,86.79,1,78.04,1872.96,158.29,1.44,4.61,0.21,136.97,76.94,0.05,0.04,0.05,24.77,1.97,110.3,2647.25,134.02,1.11,NA,NA,NA,NA,NA
MJ080,chry8,Sufflamen,chrysopterus,72.88,14.01,11.52,5.32,2.31,0.7,9.45,0.93,NA,NA,NA,9.118,6.036,1.4,6.887,4.896,48.839,2.761,NA,0,18.236,12.072,2.8,13.774,19.584,11.044,NA,97.678,NA,175.188,NA,NA,D,NA,0.03,0.03,29.3,103.16,1,36.4,1247.97,126.63,0.75,3.87,0.28,140.61,83.8,NA,0.04,0.04,23.26,42.74,71.35,1712.45,126.51,0.4,NA,NA,NA,NA,NA
MJ081,obso4,Lethrinus,obsoletus,196.43,22.9,18.4,6.61,2.9,0.91,43.77,1.2,NA,NA,132.7,22.13,7.956,16.034,NA,4.963,77.856,9.499,110.005,0,44.26,15.912,32.068,0,19.852,37.996,220.01,155.712,370.098,305.8,0.35855368,230.4998494,D-,0.02,0.03,0.03,15.39,73.74,1,38.38,1315.71,102.83,1.61,8.4,0.37,228.88,130.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.801,8.086,31.284,5.541,4528.219
