genus,species,TL,initiation,jolts,end,endType,duration,date,time,site,method,observer,jolts100sec
Chaetodon,baronessa,10,2,0,1,4,6,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,10,2,0,1,1,8,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,10,2,0,1,1,2,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,2,0,1,1,6,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,1,0,1,1,3,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,2,0,1,1,7,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,2,0,1,1,11,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,1,0,1,1,13,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,1,0,1,4,3,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,12,1,0,1,1,2,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Chaetodon,baronessa,15,1,0,1,1,5,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Chaetodon,baronessa,13,2,1,1,1,6,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,16.7
Chaetodon,baronessa,10,1,0,1,1,3,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,15,1,0,1,1,7,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,3,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Chaetodon,baronessa,12,1,0,1,1,4,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Chaetodon,baronessa,10,1,0,1,4,6,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,10,1,0,1,4,13,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,8,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,9,1,0,1,1,1,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,10,1,0,2,1,4,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,10,1,0,1,4,3,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,2,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,9,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Chaetodon,baronessa,12,1,1,2,2,2,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,50.0
Chaetodon,baronessa,12,1,0,1,1,3,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Chaetodon,baronessa,10,1,0,1,1,1,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,8,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,10,1,0,1,1,3,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,10,1,0,1,4,5,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,9,2,0,1,4,3,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,12,1,0,1,4,1,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Chaetodon,baronessa,12,1,0,1,1,3,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,1,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,0.0
Chaetodon,baronessa,10,2,1,2,2,3,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,33.3
Chaetodon,baronessa,10,1,0,2,1,1,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,10,2,0,1,4,6,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,10,1,0,1,1,3,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,12,1,0,1,1,5,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Chaetodon,baronessa,13,1,0,1,1,5,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Chaetodon,baronessa,9,1,0,1,4,4,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,4,12,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,10,1,0,1,4,2,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,10,2,0,2,1,3,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,9,1,0,1,4,5,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Chaetodon,baronessa,9,2,0,1,4,2,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Chaetodon,baronessa,7,2,0,1,4,1,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Chaetodon,baronessa,11,1,0,1,1,3,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Chaetodon,baronessa,11,2,0,1,1,3,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Scolopsis,bilineatus,20,1,1,2,3,2,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,50.0
Scolopsis,bilineatus,20,1,1,1,1,15,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,6.7
Scolopsis,bilineatus,20,1,5,2,3,34,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,14.7
Scolopsis,bilineatus,20,1,2,2,3,10,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,20.0
Scolopsis,bilineatus,15,1,1,1,1,6,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,16.7
Scolopsis,bilineatus,20,1,4,1,1,20,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,20.0
Scolopsis,bilineatus,15,1,1,2,3,7,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,14.3
Scolopsis,bilineatus,20,1,3,1,1,21,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,14.3
Scolopsis,bilineatus,20,1,0,1,1,4,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,20,1,4,1,1,17,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,23.5
Scolopsis,bilineatus,20,1,1,1,1,7,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,14.3
Scolopsis,bilineatus,20,1,1,2,1,10,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,10.0
Scolopsis,bilineatus,20,1,0,1,4,6,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,15,1,0,1,1,13,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,20,1,5,2,3,27,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,18.5
Scolopsis,bilineatus,12,1,2,2,3,15,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,13.3
Scolopsis,bilineatus,15,1,0,1,1,9,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,15,1,1,2,2,5,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,20.0
Scolopsis,bilineatus,15,1,0,1,1,4,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,15,1,0,1,4,6,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,15,1,2,2,1,8,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,25.0
Scolopsis,bilineatus,15,1,1,1,4,4,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,25.0
Scolopsis,bilineatus,15,1,0,1,4,3,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,18,1,3,2,1,19,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,15.8
Scolopsis,bilineatus,18,1,1,1,4,16,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,6.3
Scolopsis,bilineatus,20,1,0,1,1,3,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Scolopsis,bilineatus,18,1,1,2,3,8,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,12.5
Scolopsis,bilineatus,18,1,2,1,4,20,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,10.0
Scolopsis,bilineatus,18,1,1,2,1,2,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,50.0
Scolopsis,bilineatus,20,1,1,2,3,7,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,14.3
Scolopsis,bilineatus,16,1,2,1,1,5,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,40.0
Scolopsis,bilineatus,18,1,0,1,1,7,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,0.0
Scolopsis,bilineatus,20,1,5,1,1,27,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,18.5
Scolopsis,bilineatus,15,1,0,1,4,7,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Scolopsis,bilineatus,18,1,3,2,1,12,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,25.0
Scolopsis,bilineatus,18,1,1,1,1,29,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,3.4
Scolopsis,bilineatus,17,1,2,1,4,7,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,28.6
Scolopsis,bilineatus,16,1,1,2,3,5,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,20.0
Scolopsis,bilineatus,15,1,0,1,1,6,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,18,1,0,1,4,5,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,20,1,0,1,1,27,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,16,1,0,1,1,3,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,13,1,0,1,4,4,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,19,1,0,1,4,2,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,12,1,0,1,4,12,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,18,1,1,1,1,2,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,50.0
Scolopsis,bilineatus,17,1,1,2,1,4,8_30_2014,3_00_00 PM,Watson,diving,MJ,25.0
Scolopsis,bilineatus,15,1,0,1,4,16,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Scolopsis,bilineatus,15,1,1,2,3,6,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,16.7
Scolopsis,bilineatus,18,1,1,2,1,4,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,25.0
Scolopsis,bilineatus,20,1,3,1,1,10,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,30.0
Scolopsis,bilineatus,18,1,0,1,1,6,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Scolopsis,bilineatus,16,1,1,2,3,3,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,33.3
Scolopsis,bilineatus,18,1,1,2,3,2,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,50.0
Scolopsis,bilineatus,19,1,1,1,1,7,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,14.3
Scolopsis,bilineatus,14,1,0,1,4,5,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,12,1,0,1,4,13,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,13,1,1,1,1,6,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,16.7
Scolopsis,bilineatus,11,1,0,2,1,8,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,12,1,2,1,1,9,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,22.2
Scolopsis,bilineatus,14,1,0,1,4,6,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,16,1,0,1,1,10,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,15,1,0,1,4,7,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,12,1,0,1,1,4,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,17,1,0,1,4,3,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,18,1,3,2,3,10,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,30.0
Scolopsis,bilineatus,17,2,0,2,1,8,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,12,1,1,1,1,15,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,6.7
Scolopsis,bilineatus,13,1,2,1,1,20,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,10.0
Scolopsis,bilineatus,14,1,0,1,4,3,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,16,1,0,1,1,10,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,13,1,0,1,1,2,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Scolopsis,bilineatus,15,1,0,1,4,9,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,12,1,1,2,1,3,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,33.3
Scolopsis,bilineatus,17,1,1,1,1,7,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,14.3
Scolopsis,bilineatus,17,1,0,1,1,8,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Scolopsis,bilineatus,15,1,0,1,4,4,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,13,1,2,1,4,9,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,22.2
Scolopsis,bilineatus,17,1,0,1,4,5,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,15,1,0,1,1,3,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Scolopsis,bilineatus,15,1,0,1,4,11,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Scolopsis,bilineatus,11,1,1,2,1,2,9_18_2014,2_30_00 PM,Watson,diving,DR,50.0
Scolopsis,bilineatus,15,2,1,2,3,3,9_18_2014,3_30_00 PM,Watson,diving,DR,33.3
Scolopsis,bilineatus,15,2,0,1,4,5,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Scolopsis,bilineatus,19,1,2,2,3,13,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,15.4
Scolopsis,bilineatus,17,1,1,1,1,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,33.3
Scolopsis,bilineatus,17,1,0,1,1,6,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,16,2,0,1,1,11,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,17,1,0,1,4,5,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,16,1,0,1,1,7,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,17,1,1,1,4,19,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,5.3
Scolopsis,bilineatus,17,1,0,1,4,12,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,16,1,1,1,4,6,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,16.7
Scolopsis,bilineatus,17,1,1,1,4,17,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,5.9
Scolopsis,bilineatus,18,1,0,1,4,2,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Scolopsis,bilineatus,17,1,0,1,1,1,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Scolopsis,bilineatus,18,1,1,2,3,2,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,50.0
Scolopsis,bilineatus,19,1,0,1,4,8,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Scolopsis,bilineatus,17,1,0,1,1,7,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,0.0
Scolopsis,bilineatus,18,1,2,1,1,5,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,40.0
Scolopsis,bilineatus,17,1,1,2,2,9,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,11.1
Scolopsis,bilineatus,17,1,0,1,1,7,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Scolopsis,bilineatus,16,1,0,1,1,3,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Sufflamen,chrysopterus,20,2,0,1,1,7,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Sufflamen,chrysopterus,20,1,0,1,1,20,7_21_2014,3_30_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,2,0,1,1,21,7_21_2014,3_30_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,1,0,1,1,7,7_21_2014,4_00_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,1,0,1,1,8,7_21_2014,4_00_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,2,0,2,3,9,7_21_2014,4_00_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,1,0,1,1,11,7_21_2014,4_00_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,1,1,1,1,22,7_21_2014,4_30_00 PM,Turtle beach,snorkeling,MJ,4.5
Sufflamen,chrysopterus,20,1,0,1,4,17,7_21_2014,4_30_00 PM,Turtle beach,snorkeling,MJ,0.0
Sufflamen,chrysopterus,20,1,1,2,3,4,7_21_2014,4_30_00 PM,Turtle beach,snorkeling,MJ,25.0
Sufflamen,chrysopterus,18,1,0,1,1,2,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Sufflamen,chrysopterus,15,1,0,1,4,24,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Sufflamen,chrysopterus,18,1,0,2,1,3,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Sufflamen,chrysopterus,17,1,0,1,1,4,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Sufflamen,chrysopterus,13,NA,1,1,1,7,8_30_2014,2_00_00 PM,Watson,diving,DR,14.3
Sufflamen,chrysopterus,15,2,0,1,1,10,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Sufflamen,chrysopterus,17,1,2,2,3,8,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,25.0
Sufflamen,chrysopterus,18,2,0,1,1,12,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,20,1,1,2,1,12,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,8.3
Sufflamen,chrysopterus,19,1,0,1,4,3,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,16,2,0,1,1,6,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,20,2,1,1,4,8,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,12.5
Sufflamen,chrysopterus,15,1,0,1,1,7,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Sufflamen,chrysopterus,17,2,0,1,1,17,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Sufflamen,chrysopterus,17,1,0,2,1,4,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,0.0
Sufflamen,chrysopterus,15,2,0,1,1,4,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Sufflamen,chrysopterus,16,2,0,2,1,2,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Sufflamen,chrysopterus,16,1,0,1,1,1,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Sufflamen,chrysopterus,17,2,0,1,1,3,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Sufflamen,chrysopterus,13,1,0,2,1,5,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Sufflamen,chrysopterus,18,1,2,2,1,11,9_18_2014,2_30_00 PM,Watson,diving,MJ,18.2
Sufflamen,chrysopterus,16,1,0,2,1,12,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Sufflamen,chrysopterus,17,1,0,1,4,3,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Sufflamen,chrysopterus,15,2,0,1,1,2,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Sufflamen,chrysopterus,15,2,0,1,1,12,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Sufflamen,chrysopterus,14,2,0,1,4,4,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Sufflamen,chrysopterus,15,2,2,2,1,6,9_18_2014,2_30_00 PM,Watson,diving,DR,33.3
Sufflamen,chrysopterus,16,1,0,2,1,5,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Sufflamen,chrysopterus,17,2,1,2,3,2,9_18_2014,3_30_00 PM,Watson,diving,DR,50.0
Sufflamen,chrysopterus,18,1,1,2,3,7,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,14.3
Sufflamen,chrysopterus,17,1,0,2,1,21,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,18,2,0,1,1,11,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,19,2,0,1,1,6,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,18,1,0,1,1,7,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,15,1,0,1,1,6,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,17,1,0,1,1,5,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,18,2,2,1,1,13,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,15.4
Sufflamen,chrysopterus,17,1,0,1,1,11,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,18,2,0,1,1,14,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,17,1,2,2,1,46,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,4.3
Sufflamen,chrysopterus,17,1,0,1,1,3,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,18,1,1,1,1,10,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,10.0
Sufflamen,chrysopterus,17,1,0,1,1,12,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,14,1,0,2,1,13,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Sufflamen,chrysopterus,16,1,1,1,1,14,9_22_2014,3_25_00 PM,Mermaid,diving,DR,7.1
Sufflamen,chrysopterus,17,1,2,1,1,32,9_22_2014,3_25_00 PM,Mermaid,diving,DR,6.3
Sufflamen,chrysopterus,15,2,0,2,1,22,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Sufflamen,chrysopterus,17,1,0,1,1,2,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Sufflamen,chrysopterus,16,1,0,1,1,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Sufflamen,chrysopterus,17,1,1,2,3,6,9_25_2014,2_30_00 PM,Turtle,diving,MJ,16.7
Sufflamen,chrysopterus,17,1,0,1,4,2,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Sufflamen,chrysopterus,16,2,0,1,4,2,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Sufflamen,chrysopterus,15,1,0,1,1,2,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Sufflamen,chrysopterus,16,2,1,2,1,5,9_25_2014,2_30_00 PM,Turtle,diving,DR,20.0
Sufflamen,chrysopterus,17,2,1,1,1,9,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,11.1
Sufflamen,chrysopterus,15,2,0,1,4,2,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Sufflamen,chrysopterus,14,1,0,1,4,6,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Sufflamen,chrysopterus,15,1,0,1,4,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,7,1,1,1,1,2,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,50.0
Amblyglyphidodon,curacao,10,1,1,2,3,7,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,14.3
Amblyglyphidodon,curacao,10,1,0,1,1,5,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,2,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,4,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,1,6,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,13,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,1,2,2,3,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,33.3
Amblyglyphidodon,curacao,10,1,0,1,1,6,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,8,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,10,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,7,1,1,1,4,3,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,33.3
Amblyglyphidodon,curacao,7,1,0,1,1,2,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,7,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,10,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
