genus,species,TL,initiation,jolts,end,endType,duration,date,time,site,method,observer,jolts100sec
Lutjanus,quinquelineatus,18,1,1,2,1,4,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,25.0
Lutjanus,quinquelineatus,16,1,0,1,1,2,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,16,1,0,1,1,4,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,17,1,1,1,1,3,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,33.3
Lutjanus,quinquelineatus,16,1,0,1,1,3,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,20,1,1,2,2,1,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,100.0
Lutjanus,quinquelineatus,13,1,2,1,4,8,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,25.0
Lutjanus,quinquelineatus,9,1,0,2,1,2,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,10,1,1,2,3,1,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,100.0
Lutjanus,quinquelineatus,12,1,0,2,3,3,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,14,1,1,2,3,3,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,33.3
Lutjanus,quinquelineatus,15,1,2,2,3,6,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,33.3
Lutjanus,quinquelineatus,20,1,0,2,1,2,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,9,1,0,1,4,2,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,15,1,0,1,1,6,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,20,1,1,2,1,5,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,20.0
Lutjanus,quinquelineatus,12,1,1,1,4,2,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,50.0
Lutjanus,quinquelineatus,18,1,0,1,1,3,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,15,1,0,1,1,1,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,15,1,0,1,1,2,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,14,1,0,1,1,1,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,0.0
Lutjanus,quinquelineatus,12,1,1,2,3,5,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,20.0
Lutjanus,quinquelineatus,11,1,2,2,2,3,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,66.7
Lutjanus,quinquelineatus,12,1,0,2,1,1,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,9,1,0,2,1,1,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,8,1,1,2,1,1,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,100.0
Lutjanus,quinquelineatus,9,1,0,1,1,2,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,12,1,1,2,1,2,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,50.0
Lutjanus,quinquelineatus,11,1,0,2,1,1,9_13_2014,10_20_00 AM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,14,1,0,1,1,2,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Lutjanus,quinquelineatus,15,1,0,1,4,3,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,0,1,1,1,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Lutjanus,quinquelineatus,17,1,0,1,1,1,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Lutjanus,quinquelineatus,17,1,1,2,3,3,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,33.3
Lutjanus,quinquelineatus,16,1,0,1,1,2,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Lutjanus,quinquelineatus,16,1,0,1,1,2,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Lutjanus,quinquelineatus,17,1,0,1,1,5,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Lutjanus,quinquelineatus,11,1,0,1,1,2,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Lutjanus,quinquelineatus,18,1,0,1,1,4,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,0,2,1,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,0,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,15,1,1,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,17,1,1,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,16,1,0,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,1,2,2,2,9_22_2014,2_25_00 PM,Mermaid,diving,DR,50.0
Lutjanus,quinquelineatus,16,1,1,2,2,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,18,1,1,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,15,1,0,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,0,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,1,2,2,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,16,1,0,2,3,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,14,1,0,2,1,15,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,17,1,2,2,3,3,9_22_2014,2_25_00 PM,Mermaid,diving,DR,66.7
Lutjanus,quinquelineatus,17,1,1,2,3,2,9_22_2014,2_25_00 PM,Mermaid,diving,DR,50.0
Lutjanus,quinquelineatus,15,1,0,2,1,1,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,0,2,1,1,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,14,1,1,2,2,1,9_22_2014,3_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,17,1,1,2,3,1,9_22_2014,3_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,16,1,1,2,1,7,9_22_2014,3_25_00 PM,Mermaid,diving,DR,14.3
Lutjanus,quinquelineatus,14,1,1,2,2,1,9_22_2014,3_25_00 PM,Mermaid,diving,DR,100.0
Lutjanus,quinquelineatus,15,1,0,2,3,1,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,15,1,0,2,3,3,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,17,1,0,1,1,7,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,16,1,2,1,1,3,9_22_2014,3_25_00 PM,Mermaid,diving,DR,66.7
Lutjanus,quinquelineatus,16,1,0,2,3,2,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Lutjanus,quinquelineatus,17,1,1,1,1,6,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,16.7
Lutjanus,quinquelineatus,13,1,0,2,1,2,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,12,1,0,2,1,2,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Lutjanus,quinquelineatus,18,1,1,2,3,1,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,100.0
Zebrasoma,scopas,20,1,0,1,1,5,7_11_2014,2_00_00 PM,Osprey,Video - Redouan,MJ,0.0
Zebrasoma,scopas,20,1,1,1,1,10,7_11_2014,2_00_00 PM,Osprey,Video - Redouan,MJ,10.0
Zebrasoma,scopas,20,1,0,1,1,6,7_24_2014,10_00_00 AM,LIRS Front - N,snorkeling,MJ,0.0
Zebrasoma,scopas,15,2,0,1,1,2,7_28_2014,10_30_00 AM,Big Vicky,snorkeling,MJ,0.0
Zebrasoma,scopas,16,2,0,1,4,5,7_28_2014,10_30_00 AM,Big Vicky,snorkeling,MJ,0.0
Zebrasoma,scopas,16,1,0,1,1,5,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,16,1,0,1,4,15,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Zebrasoma,scopas,8,2,0,1,4,3,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Zebrasoma,scopas,14,1,1,1,1,5,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,20.0
Zebrasoma,scopas,17,1,1,1,4,3,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,33.3
Zebrasoma,scopas,14,2,0,1,4,3,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Zebrasoma,scopas,13,1,0,1,4,12,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Zebrasoma,scopas,13,1,0,1,1,4,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Zebrasoma,scopas,12,1,0,1,1,5,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Zebrasoma,scopas,12,1,0,1,1,5,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Zebrasoma,scopas,17,1,0,1,4,5,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Zebrasoma,scopas,12,2,0,1,1,2,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Zebrasoma,scopas,18,1,0,1,1,7,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Zebrasoma,scopas,16,1,1,2,2,11,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,9.1
Zebrasoma,scopas,13,2,0,1,4,9,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Zebrasoma,scopas,12,2,0,1,1,6,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Zebrasoma,scopas,16,1,0,1,4,2,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Zebrasoma,scopas,14,1,0,1,1,22,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Zebrasoma,scopas,15,1,0,1,1,5,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Zebrasoma,scopas,11,2,0,1,4,2,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Zebrasoma,scopas,14,2,0,1,4,10,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Zebrasoma,scopas,14,1,0,1,1,3,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Zebrasoma,scopas,18,1,0,1,1,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Zebrasoma,scopas,16,1,0,1,1,1,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Zebrasoma,scopas,15,2,0,1,1,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Zebrasoma,scopas,12,2,0,1,4,6,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Zebrasoma,scopas,16,1,0,1,4,6,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Zebrasoma,scopas,15,2,0,1,4,4,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Zebrasoma,scopas,17,1,0,1,4,9,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Zebrasoma,scopas,15,2,0,1,1,6,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Zebrasoma,scopas,14,1,0,1,4,4,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,12,1,0,1,1,8,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,19,1,0,2,1,6,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,12,1,1,1,1,9,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,11.1
Zebrasoma,scopas,18,2,0,1,4,12,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,15,2,0,1,4,3,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,14,2,0,1,4,3,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,16,2,0,1,4,4,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,0.0
Zebrasoma,scopas,17,1,0,1,4,1,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Zebrasoma,scopas,17,2,1,1,1,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,25.0
Zebrasoma,scopas,16,1,0,1,1,3,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Zebrasoma,scopas,20,1,0,1,4,12,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Zebrasoma,scopas,16,2,0,1,4,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Zebrasoma,scopas,18,2,0,1,4,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Zebrasoma,scopas,15,1,0,1,1,3,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Zebrasoma,scopas,18,2,0,1,4,7,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,17,1,0,1,1,9,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,14,1,0,1,4,3,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,18,2,0,1,4,1,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,17,2,0,1,4,5,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,18,2,0,1,4,2,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,15,2,0,1,4,3,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,12,2,0,1,4,2,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,15,1,0,1,1,7,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Zebrasoma,scopas,13,1,0,1,4,3,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Pomacanthus,sexstriatus,40,1,0,2,1,2,7_27_2014,11_00_00 AM,Clam garden,snorkeling,MJ,0.0
Pomacanthus,sexstriatus,30,2,0,1,1,9,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Pomacanthus,sexstriatus,25,2,0,1,4,3,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Pomacanthus,sexstriatus,35,1,0,1,1,28,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Pomacanthus,sexstriatus,25,1,2,1,1,27,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,7.4
Pomacanthus,sexstriatus,22,1,1,1,4,29,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,3.4
Pomacanthus,sexstriatus,23,1,2,1,1,42,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,4.8
Pomacanthus,sexstriatus,27,NA,2,1,1,19,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,10.5
Pomacanthus,sexstriatus,25,1,2,2,1,96,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,2.1
Pomacanthus,sexstriatus,23,1,0,3,1,10,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Pomacanthus,sexstriatus,30,NA,0,1,4,8,8_30_2014,3_00_00 PM,Watson,diving,DR,0.0
Pomacanthus,sexstriatus,33,1,1,2,1,14,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,7.1
Pomacanthus,sexstriatus,35,1,0,1,1,2,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Pomacanthus,sexstriatus,20,1,0,1,1,11,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,28,1,0,1,1,7,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,20,1,0,1,1,16,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,17,1,0,1,1,13,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,17,1,0,1,1,2,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,35,1,1,1,1,20,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,5.0
Pomacanthus,sexstriatus,15,1,0,1,4,4,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,17,1,0,1,4,4,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,17,1,1,2,1,14,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,7.1
Pomacanthus,sexstriatus,27,NA,1,1,1,14,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,7.1
Pomacanthus,sexstriatus,22,1,0,1,1,12,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Pomacanthus,sexstriatus,19,1,1,2,3,6,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,16.7
Pomacanthus,sexstriatus,29,2,0,1,1,80,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Pomacanthus,sexstriatus,24,1,1,2,1,21,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,4.8
Pomacanthus,sexstriatus,26,1,0,1,1,58,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Pomacanthus,sexstriatus,15,1,1,1,1,4,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,25.0
Pomacanthus,sexstriatus,18,1,1,2,3,6,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,16.7
Pomacanthus,sexstriatus,19,2,0,1,1,5,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Pomacanthus,sexstriatus,22,1,2,2,3,6,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,33.3
Pomacanthus,sexstriatus,35,1,1,1,1,96,9_10_2014,10_40_00 AM,Lizard head,diving,DR,1.0
Pomacanthus,sexstriatus,40,1,0,1,4,2,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Pomacanthus,sexstriatus,35,1,1,1,1,435,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.2
Pomacanthus,sexstriatus,22,1,1,2,3,3,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,33.3
Pomacanthus,sexstriatus,28,1,1,2,3,4,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,25.0
Pomacanthus,sexstriatus,20,1,1,2,3,6,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,16.7
Pomacanthus,sexstriatus,17,1,2,2,1,7,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,28.6
Pomacanthus,sexstriatus,27,1,0,1,1,8,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Pomacanthus,sexstriatus,22,1,0,1,1,23,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Pomacanthus,sexstriatus,20,1,0,1,1,14,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,0.0
Pomacanthus,sexstriatus,22,2,0,1,1,36,9_13_2014,10_20_00 AM,Big Vicky,diving,MJ,0.0
Pomacanthus,sexstriatus,35,1,0,1,4,114,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Pomacanthus,sexstriatus,25,1,1,2,2,8,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,12.5
Pomacanthus,sexstriatus,25,2,0,1,1,168,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Pomacanthus,sexstriatus,22,NA,0,1,1,25,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Pomacanthus,sexstriatus,27,2,0,1,4,41,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Pomacanthus,sexstriatus,30,1,1,1,4,27,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,3.7
Pomacanthus,sexstriatus,30,2,1,1,4,13,9_18_2014,2_30_00 PM,Watson,diving,DR,7.7
Pomacanthus,sexstriatus,24,2,0,1,4,5,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Pomacanthus,sexstriatus,35,1,1,2,1,24,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,4.2
Pomacanthus,sexstriatus,24,2,0,1,1,23,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Pomacanthus,sexstriatus,30,2,0,1,1,15,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Pomacanthus,sexstriatus,35,2,0,1,4,63,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Pomacanthus,sexstriatus,25,1,0,1,1,4,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Pomacanthus,sexstriatus,22,1,0,2,1,10,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Pomacanthus,sexstriatus,35,1,0,1,4,14,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Pomacanthus,sexstriatus,35,1,0,1,4,15,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Pomacanthus,sexstriatus,25,1,1,1,1,30,9_25_2014,2_30_00 PM,Turtle,diving,DR,3.3
Pomacanthus,sexstriatus,28,1,2,1,1,40,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,5.0
Pomacanthus,sexstriatus,20,1,2,1,4,64,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,3.1
Ctenochaetus,striatus,20,1,1,2,2,10,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,10.0
Ctenochaetus,striatus,20,1,1,1,1,12,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,8.3
Ctenochaetus,striatus,20,1,2,2,3,12,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,16.7
Ctenochaetus,striatus,22,1,1,2,2,2,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,50.0
Ctenochaetus,striatus,20,1,1,2,3,1,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,100.0
Ctenochaetus,striatus,22,1,1,2,3,9,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,11.1
Ctenochaetus,striatus,25,1,0,1,1,4,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Ctenochaetus,striatus,22,1,1,1,1,7,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,14.3
Ctenochaetus,striatus,22,2,1,2,3,2,7_26_2014,9_00_00 AM,LIRS Front M,snorkeling,MJ,50.0
Ctenochaetus,striatus,22,2,1,1,1,7,7_28_2014,10_30_00 AM,Big Vicky,snorkeling,MJ,14.3
Ctenochaetus,striatus,20,1,1,2,2,6,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,16.7
Ctenochaetus,striatus,18,1,2,1,1,16,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,12.5
Ctenochaetus,striatus,22,1,0,2,1,39,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,25,1,0,1,4,10,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,27,1,0,1,1,17,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,28,1,0,1,4,4,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,22,1,0,1,1,11,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,25,2,0,1,4,9,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,28,1,0,1,1,18,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,23,2,0,1,1,7,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,24,NA,1,2,3,8,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,12.5
Ctenochaetus,striatus,19,2,0,1,4,4,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,20,2,0,1,1,2,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,23,2,0,1,1,3,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Ctenochaetus,striatus,20,1,3,2,2,10,8_30_2014,2_00_00 PM,Watson,diving,MJ,30.0
Ctenochaetus,striatus,18,1,1,2,2,3,8_30_2014,2_00_00 PM,Watson,diving,MJ,33.3
Ctenochaetus,striatus,20,1,1,1,1,5,8_30_2014,3_00_00 PM,Watson,diving,MJ,20.0
Ctenochaetus,striatus,16,2,0,1,1,1,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,17,1,0,1,4,5,8_30_2014,3_00_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,20,1,0,1,4,4,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Ctenochaetus,striatus,20,2,1,2,2,3,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,33.3
Ctenochaetus,striatus,16,2,3,2,3,9,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,33.3
Ctenochaetus,striatus,18,2,0,1,1,8,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,15,2,0,1,4,4,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,20,2,1,2,3,2,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,50.0
Ctenochaetus,striatus,22,2,0,1,4,5,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,20,1,0,1,4,18,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,18,1,0,1,4,7,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,20,1,0,1,1,10,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,18,NA,1,2,1,5,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,20.0
Ctenochaetus,striatus,21,1,2,2,1,12,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,16.7
Ctenochaetus,striatus,20,1,0,1,1,10,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,22,2,1,1,1,15,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,6.7
